threshold,accuracy,precision,recall,f1
0.5800000000000003,0.6394101876675603,0.6324110671936759,0.794044665012407,0.7040704070407041
0.5850000000000004,0.6380697050938338,0.6316831683168317,0.7915632754342432,0.7026431718061674
0.5900000000000003,0.6380697050938338,0.6327345309381237,0.7866004962779156,0.7013274336283186
0.5950000000000004,0.6380697050938338,0.6332665330661322,0.7841191066997518,0.7006651884700665
0.6000000000000003,0.6394101876675603,0.6350806451612904,0.7816377171215881,0.7007786429365962
0.6050000000000004,0.6367292225201072,0.6352459016393442,0.7692307692307693,0.6958473625140292
0.6100000000000003,0.6340482573726541,0.6337448559670782,0.7642679900744417,0.6929133858267716
0.6150000000000004,0.6353887399463807,0.6356107660455487,0.7617866004962779,0.6930022573363431
0.6200000000000003,0.6340482573726541,0.6359832635983264,0.7543424317617866,0.6901248581157775
0.6250000000000004,0.6273458445040214,0.6344086021505376,0.7320099255583127,0.6797235023041475
0.6300000000000003,0.6260053619302949,0.6341991341991342,0.7270471464019851,0.6774566473988439
0.6350000000000005,0.6233243967828418,0.6337719298245614,0.71712158808933,0.6728754365541327
0.6400000000000003,0.6193029490616622,0.6319290465631929,0.707196029776675,0.667447306791569
0.6450000000000005,0.6219839142091153,0.6353467561521253,0.7047146401985112,0.668235294117647
0.6500000000000004,0.6193029490616622,0.6355353075170843,0.6923076923076923,0.66270783847981
0.6550000000000005,0.6193029490616622,0.6374133949191686,0.684863523573201,0.6602870813397129
0.6600000000000004,0.6166219839142091,0.6370023419203747,0.674937965260546,0.655421686746988
0.6650000000000005,0.613941018766756,0.6378896882494005,0.6600496277915633,0.6487804878048781
0.6700000000000004,0.6085790884718498,0.635036496350365,0.6476426799007444,0.6412776412776413
0.6750000000000005,0.6099195710455764,0.6386138613861386,0.6401985111662531,0.6394052044609665
0.6800000000000004,0.6018766756032171,0.6338383838383839,0.6228287841191067,0.6282853566958698
0.6850000000000005,0.5978552278820375,0.6317135549872123,0.6129032258064516,0.6221662468513854
0.6900000000000004,0.5978552278820375,0.6351706036745407,0.6004962779156328,0.6173469387755102
0.6950000000000005,0.5978552278820375,0.6395663956639567,0.5856079404466501,0.6113989637305699
0.7000000000000004,0.596514745308311,0.6408839779005525,0.575682382133995,0.6065359477124183
0.7050000000000005,0.5924932975871313,0.6394366197183099,0.5632754342431762,0.5989445910290238
0.7100000000000004,0.5884718498659517,0.6379310344827587,0.5508684863523573,0.5912117177097204
0.7150000000000005,0.5844504021447721,0.6363636363636364,0.5384615384615384,0.5833333333333334
0.7200000000000004,0.579088471849866,0.6336336336336337,0.5235732009925558,0.5733695652173914
0.7250000000000005,0.5710455764075067,0.6276923076923077,0.5062034739454094,0.5604395604395604
0.7300000000000004,0.5697050938337802,0.632258064516129,0.48635235732009924,0.5497896213183731
0.7350000000000005,0.5630026809651475,0.6287625418060201,0.4665012406947891,0.5356125356125356
0.7400000000000004,0.5670241286863271,0.6360544217687075,0.4640198511166253,0.5365853658536586
0.7450000000000006,0.5670241286863271,0.6388888888888888,0.456575682382134,0.532561505065123
0.7500000000000004,0.561662198391421,0.6386861313868614,0.43424317617866004,0.51698670605613
0.7550000000000006,0.5603217158176944,0.6425855513307985,0.41935483870967744,0.5075075075075075
0.7600000000000005,0.5522788203753352,0.6374501992031872,0.3970223325062035,0.4892966360856269
0.7650000000000006,0.5482573726541555,0.6352459016393442,0.38461538461538464,0.47913446676970634
0.7700000000000005,0.5415549597855228,0.630901287553648,0.36476426799007444,0.46226415094339623
0.7750000000000006,0.5415549597855228,0.6331877729257642,0.3598014888337469,0.4588607594936709
0.7800000000000005,0.5388739946380697,0.6384976525821596,0.337468982630273,0.44155844155844154
0.7850000000000006,0.5361930294906166,0.6390243902439025,0.3250620347394541,0.4309210526315789
0.7900000000000005,0.5268096514745308,0.6302083333333334,0.3002481389578164,0.40672268907563025
0.7950000000000006,0.5227882037533512,0.6256684491978609,0.2903225806451613,0.39661016949152544
0.8000000000000005,0.5160857908847185,0.6166666666666667,0.27543424317617865,0.38078902229845624
0.8050000000000006,0.517426273458445,0.6242774566473989,0.2679900744416873,0.375
0.8100000000000005,0.5160857908847185,0.625,0.26054590570719605,0.36777583187390545
